Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Cluster
Dynasty Warriors,"in the turbulent late eastern han dynasty. ambitious dong zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",242.342,84,6.5,cn,action,-1
Miraculous World: Shanghai – The Legend of Ladydragon,"on school break, marinette heads to shanghai to meet adrien. but after arriving, marinette loses all her stuff, including the miraculous that allows her to turn into ladybug!",241.638,411,7.9,fr,animation,-1
"Miraculous World: New York, United HeroeZ","during a school field trip, ladybug and cat noir meet the american superheroes, whom they have to save from an akumatised super-villain. they discover that miraculous exist in the united states too.",240.048,862,8.3,fr,animation,-1
Surviving Paradise: A Family Tale,"as the kalahari desert faces a worsening dry season, prides, packs and herds of all kinds must rely on the power of family to survive.",240.002,7,6.9,en,documentary,-1
My Hero Academia: Heroes Rising,"class 1-a visits nabu island where they finally get to do some real hero work. the place is so peaceful that it's more like a vacation … until they're attacked by a villain with an unfathomable quirk! his power is eerily familiar, and it looks like shigaraki had a hand in the plan. but with all might retired and citizens' lives on the line, there's no time for questions. deku and his friends are the next generation of heroes, and they're the island's only hope.",239.599,890,8.4,ja,animation,3
Amina,"in 16th-century zazzau, now zaria, nigeria, amina must utilize her military skills and tactics to defend her family's kingdom. based on a true story.",237.262,92,6.5,en,war,-1
Encounter,"a decorated marine goes on a rescue mission to save his two young sons from an unhuman threat. as their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind.",235.482,256,6.4,en,adventure,-1
Son,"when a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",232.494,90,6.0,en,horror,0
Wonder Woman 1984,a botched store robbery places wonder woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,231.756,6599,6.6,en,action,-1
The Amazing Spider-Man 2,"for peter parker, life is busy. between taking out the bad guys as spider-man and spending time with the person he loves, gwen stacy, high school graduation cannot come quickly enough. peter has not forgotten about the promise he made to gwen’s father to protect her by staying away, but that is a promise he cannot keep. things will change for peter when a new villain, electro, emerges, an old friend, harry osborn, returns, and peter uncovers new clues about his past.",231.441,10763,6.5,en,action,-1
The Whole Truth,"when two siblings stumble on a strange hole in the wall of their grandparents’ house, horrifying incidents reveal sinister secrets about their family.",231.334,109,6.5,th,horror,-1
Catwoman: Hunted,"catwoman's attempt to steal a priceless jewel puts her squarely in the crosshairs of both a powerful consortium of villains and the ever-resourceful interpol, not to mention batwoman.",231.061,26,6.2,en,animation,-1
Hacksaw Ridge,"wwii american army medic desmond t. doss, who served during the battle of okinawa, refuses to kill people and becomes the first conscientious objector in american history to receive the congressional medal of honor.",230.758,10667,8.2,en,drama,-1
Crazy Fist,"after an opponent dies mid-match, a prominent mma champion swore never to fight again and retired to run his family's company. but when his best friend dies under suspicious circumstances, he has no choice but to step back in the ring.",230.547,44,7.3,zh,action,-1
Harry Potter and the Philosopher's Stone,"harry potter has lived under the stairs at his aunt and uncle's house his whole life. but on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the hogwarts school of witchcraft and wizardry. as he learns to harness his newfound powers with the help of the school's kindly headmaster, harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",230.0,22210,7.9,en,adventure,-1
The Avengers,"when an unexpected enemy emerges and threatens global safety and security, nick fury, director of the international peacekeeping agency known as s.h.i.e.l.d., finds himself in need of a team to pull the world back from the brink of disaster. spanning the globe, a daring recruitment effort begins!",229.772,26490,7.7,en,science fiction,-1
Dragon Fury,a group of soldiers are taken to the mountains of wales to investigate a strange looking monster.,229.215,34,6.1,en,horror,0
Tarumama,"sara and óscar, a couple going through a marital crisis, decide to spend a week in a remote country cabin with their two children, alicia and tomás. the family tries to have a quiet time, but something strange happens there. there is a woman who prowls through the forest and cries uncontrollably looking for a baby she has just lost. this deeply affects the family who will have to stay together to survive this nightmare.",228.895,19,5.1,es,horror,-1
Doctor Strange,"after his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",228.266,18471,7.4,en,action,2
Halloween Kills,"the nightmare isn't over as unstoppable killer michael myers escapes from laurie strode's trap to continue his ritual bloodbath. injured and taken to the hospital, laurie fights through the pain as she inspires residents of haddonfield, to rise up against myers. taking matters into their own hands, the strode women and other survivors form a vigilante mob to hunt down michael and end his reign of terror once and for all.",227.825,1585,6.8,en,horror,1
The Exorcism of God,"an american priest working in mexico is considered a saint by many local parishioners. however, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",226.771,7,5.6,en,horror,0
Spider-Man: Far From Home,"peter parker and his friends go on a summer trip to europe. however, they will hardly be able to rest - peter will have to agree to help nick fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",224.034,12176,7.5,en,action,-1
Harry Potter 20th Anniversary: Return to Hogwarts,"an enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",222.907,1105,8.0,en,documentary,-1
